age,job,marital,education,housing,loan,month,duration,campaign,pdays,previous
36,self-employed,married,university.degree,no,no,may,128,1,999,0
28,blue-collar,single,basic.4y,yes,no,may,101,2,999,0
42,housemaid,divorced,basic.4y,yes,no,jun,150,2,999,0
81,retired,divorced,basic.4y,yes,no,oct,158,1,999,1
45,technician,divorced,university.degree,yes,no,may,84,1,999,1
28,admin.,single,university.degree,no,yes,jul,93,1,999,0
30,admin.,married,university.degree,no,no,apr,161,1,999,0
51,blue-collar,married,basic.4y,yes,no,aug,324,2,999,0
31,technician,single,university.degree,yes,no,jul,90,2,999,0
36,technician,married,university.degree,yes,yes,may,486,1,999,0
29,admin.,single,high.school,yes,no,may,245,2,999,0
43,management,married,university.degree,no,yes,jul,203,1,999,0
50,blue-collar,divorced,basic.4y,yes,no,jun,241,3,999,0
37,technician,divorced,professional.course,yes,yes,may,30,10,999,0
41,technician,single,high.school,yes,no,aug,219,3,999,0
42,management,married,basic.9y,no,no,jul,92,1,999,0
48,management,married,university.degree,unknown,unknown,may,291,2,999,0
42,blue-collar,married,basic.4y,yes,yes,apr,172,1,999,0
37,technician,married,professional.course,yes,no,apr,481,1,999,0
36,blue-collar,single,basic.6y,yes,yes,jun,163,1,999,0
30,admin.,single,university.degree,no,no,aug,145,5,999,0
28,admin.,married,university.degree,no,no,apr,115,2,999,1
44,management,married,university.degree,yes,no,may,143,1,999,0
60,retired,married,basic.6y,yes,no,apr,579,2,999,1
59,admin.,divorced,basic.4y,yes,no,may,193,1,999,0
58,management,married,university.degree,yes,no,may,504,1,999,0
29,student,single,professional.course,yes,yes,nov,123,1,7,1
59,retired,married,basic.4y,no,yes,jul,22,3,999,0
31,admin.,married,high.school,no,no,may,1043,2,999,0
53,management,married,university.degree,no,no,may,147,2,999,0
39,services,married,basic.9y,no,no,nov,109,1,999,0
31,admin.,single,university.degree,yes,no,nov,463,1,999,0
53,technician,divorced,high.school,yes,yes,nov,319,1,999,0
27,blue-collar,married,basic.9y,no,no,may,151,2,999,0
52,technician,married,university.degree,no,no,nov,164,1,999,1
37,self-employed,married,basic.9y,yes,yes,jul,171,1,999,0
41,admin.,divorced,professional.course,no,no,may,16,10,999,0
50,blue-collar,married,unknown,yes,no,jul,58,1,999,0
52,housemaid,divorced,high.school,yes,no,aug,140,3,999,0
49,services,married,high.school,no,yes,jun,374,3,999,0
25,blue-collar,single,high.school,yes,no,may,23,1,999,0
38,services,single,high.school,no,no,jul,166,1,999,0
41,blue-collar,married,high.school,yes,no,may,293,3,999,0
28,admin.,married,university.degree,no,yes,jul,690,1,999,0
49,housemaid,divorced,basic.4y,no,no,jun,114,4,999,0
37,self-employed,single,university.degree,no,no,may,263,1,999,0
40,blue-collar,married,basic.9y,yes,no,may,337,3,999,0
53,technician,married,unknown,no,no,jun,40,1,999,0
44,blue-collar,married,basic.9y,yes,no,may,172,1,999,0
37,technician,married,professional.course,no,no,nov,91,1,999,0
41,entrepreneur,single,high.school,yes,no,jul,90,3,999,0
56,unemployed,married,basic.9y,no,no,may,540,1,999,1
54,housemaid,divorced,unknown,no,no,may,167,1,999,0
28,services,married,high.school,no,no,jul,184,1,999,0
32,services,married,basic.6y,yes,no,nov,162,2,999,0
32,admin.,single,university.degree,yes,yes,nov,74,1,999,0
34,admin.,single,high.school,yes,no,may,168,5,999,0
36,admin.,single,high.school,yes,no,apr,245,5,999,0
27,technician,single,basic.9y,yes,no,apr,88,3,999,0
36,self-employed,married,basic.6y,no,no,aug,233,7,999,0
39,blue-collar,single,university.degree,no,no,may,9,5,999,0
38,blue-collar,married,basic.9y,no,no,nov,180,2,999,1
36,blue-collar,married,basic.9y,yes,no,may,65,1,999,1
40,admin.,married,high.school,yes,yes,jul,615,2,999,0
39,admin.,married,high.school,no,no,jun,93,6,999,0
45,technician,married,university.degree,yes,no,nov,275,1,999,0
54,management,married,university.degree,no,no,may,159,1,999,0
35,admin.,divorced,university.degree,yes,no,may,192,1,999,0
60,admin.,married,university.degree,no,no,jun,1574,3,999,0
49,blue-collar,married,basic.9y,yes,no,may,411,1,999,0
48,blue-collar,married,basic.6y,yes,no,jun,261,8,999,0
35,technician,married,professional.course,yes,yes,oct,608,1,9,2
26,admin.,married,university.degree,no,no,may,239,4,999,0
42,blue-collar,married,high.school,yes,no,may,597,1,999,0
42,technician,married,professional.course,yes,no,nov,76,1,999,0
31,admin.,single,high.school,yes,yes,apr,398,1,999,0
38,unknown,divorced,high.school,yes,no,may,107,3,999,0
60,retired,married,basic.4y,yes,no,oct,1020,1,999,0
33,admin.,single,university.degree,no,no,apr,426,5,999,1
35,management,married,university.degree,yes,no,jun,66,1,999,0
35,admin.,married,university.degree,no,no,may,420,4,999,0
50,unemployed,married,professional.course,yes,no,nov,58,1,999,1
58,management,married,basic.9y,yes,no,may,187,5,999,0
59,admin.,married,high.school,no,no,jun,204,4,999,0
29,blue-collar,married,basic.9y,yes,no,may,78,1,999,0
52,blue-collar,divorced,basic.4y,no,no,jul,160,6,999,0
47,blue-collar,married,basic.9y,yes,no,nov,88,1,999,1
41,blue-collar,married,basic.4y,no,no,jun,81,1,999,0
36,unemployed,single,university.degree,no,no,aug,415,1,999,0
51,services,married,high.school,yes,no,jun,41,28,999,0
42,blue-collar,married,basic.9y,no,no,jul,61,4,999,0
47,services,married,high.school,yes,no,jun,177,3,999,0
52,retired,married,basic.4y,no,no,apr,204,1,999,1
46,blue-collar,married,basic.4y,no,no,jul,203,4,999,0
37,blue-collar,married,basic.4y,no,no,may,85,2,999,0
34,admin.,married,high.school,yes,no,jun,491,6,999,0
39,housemaid,married,basic.9y,yes,no,nov,130,1,999,1
32,technician,single,professional.course,no,no,may,303,2,999,1
34,technician,married,university.degree,no,no,aug,122,1,999,0
51,admin.,divorced,university.degree,yes,no,aug,218,6,999,0
46,blue-collar,divorced,basic.6y,yes,no,jun,1208,3,999,0
32,admin.,single,university.degree,unknown,unknown,aug,40,1,999,0
35,entrepreneur,married,basic.6y,no,no,jun,114,5,999,0
32,entrepreneur,married,university.degree,no,no,nov,73,4,999,0
39,housemaid,married,professional.course,yes,no,aug,80,1,999,0
51,self-employed,married,university.degree,no,no,may,826,3,999,0
46,admin.,married,university.degree,no,no,jun,230,3,999,0
34,admin.,married,university.degree,no,no,nov,85,1,999,0
60,admin.,married,university.degree,no,no,may,266,2,999,0
66,retired,married,high.school,no,no,mar,618,1,999,0
29,unemployed,single,high.school,no,no,jun,189,1,999,0
34,self-employed,married,illiterate,yes,no,nov,488,1,999,0
43,management,married,high.school,no,no,may,172,3,999,0
50,self-employed,married,basic.4y,unknown,unknown,may,153,3,999,0
22,student,single,basic.6y,yes,no,aug,293,2,4,2
41,technician,single,university.degree,yes,no,may,59,5,999,0
45,blue-collar,married,basic.9y,no,no,may,525,1,999,0
30,blue-collar,married,basic.6y,yes,no,jul,474,2,999,0
27,blue-collar,single,basic.9y,unknown,unknown,jul,182,3,999,0
31,admin.,married,university.degree,yes,no,jun,153,6,999,0
39,blue-collar,divorced,unknown,no,no,may,126,1,999,0
50,technician,divorced,professional.course,no,no,jul,318,2,999,0
35,technician,divorced,high.school,yes,no,aug,117,1,999,0
43,blue-collar,married,basic.4y,no,yes,jun,35,1,999,0
35,blue-collar,single,basic.9y,no,no,aug,305,3,999,1
52,management,divorced,high.school,unknown,unknown,may,259,3,999,0
59,admin.,divorced,high.school,yes,no,jul,86,3,999,0
58,management,married,university.degree,yes,no,nov,394,2,999,0
30,management,single,university.degree,no,yes,jul,100,11,999,0
50,admin.,married,high.school,no,no,aug,131,1,999,0
48,blue-collar,married,professional.course,no,no,jun,68,6,999,0
38,technician,married,professional.course,yes,no,may,231,1,999,0
34,blue-collar,married,high.school,yes,no,jun,78,2,999,0
41,technician,married,professional.course,yes,no,aug,75,1,999,0
40,admin.,married,university.degree,no,no,aug,139,1,999,0
35,admin.,divorced,high.school,yes,yes,may,82,2,999,1
41,technician,single,university.degree,yes,no,jun,178,4,999,0
35,admin.,single,basic.6y,yes,no,may,57,2,999,0
42,blue-collar,married,basic.9y,yes,no,may,191,1,999,0
32,blue-collar,married,basic.9y,yes,no,nov,47,1,999,0
28,blue-collar,single,university.degree,yes,no,sep,62,2,999,1
46,blue-collar,married,basic.9y,yes,yes,may,128,3,999,0
27,services,single,professional.course,no,no,may,201,3,999,0
24,blue-collar,single,basic.9y,no,no,jul,191,3,999,0
29,admin.,single,university.degree,yes,no,aug,488,1,999,0
34,services,single,basic.9y,yes,no,nov,143,3,999,0
36,blue-collar,married,basic.9y,yes,no,apr,1064,3,999,1
30,entrepreneur,divorced,basic.6y,no,yes,may,149,1,999,1
34,blue-collar,married,basic.6y,yes,yes,jul,218,1,999,0
81,retired,married,basic.4y,no,no,may,617,2,999,0
51,technician,married,university.degree,yes,no,jul,226,1,999,0
37,admin.,married,high.school,no,no,jun,671,3,999,0
27,admin.,single,university.degree,yes,no,jul,261,1,999,0
58,technician,married,professional.course,unknown,unknown,aug,52,2,999,0
41,technician,married,high.school,no,no,aug,697,2,999,0
58,admin.,married,high.school,yes,no,aug,553,1,999,0
32,technician,married,high.school,no,no,may,195,3,999,1
38,services,married,high.school,yes,no,may,392,3,999,0
57,services,divorced,high.school,no,no,jun,168,1,999,0
46,admin.,married,high.school,no,yes,jun,492,3,999,0
37,technician,married,university.degree,yes,no,may,246,1,2,4
58,retired,married,basic.4y,no,no,aug,180,4,999,0
47,management,married,basic.9y,yes,no,nov,709,2,999,0
31,technician,divorced,basic.9y,no,no,may,235,2,999,0
41,technician,married,professional.course,no,no,jun,268,3,999,0
35,admin.,married,high.school,yes,no,nov,114,1,999,0
26,admin.,single,university.degree,yes,no,may,400,2,999,0
39,blue-collar,married,basic.6y,yes,no,may,502,1,999,0
53,blue-collar,divorced,basic.4y,yes,no,may,367,6,999,1
32,admin.,single,university.degree,yes,yes,may,144,2,999,0
34,admin.,divorced,university.degree,yes,no,may,118,1,999,0
60,self-employed,married,university.degree,no,no,aug,124,1,999,0
38,admin.,married,university.degree,no,no,aug,240,5,999,0
38,admin.,married,university.degree,no,no,jun,311,2,999,0
29,admin.,married,professional.course,no,no,jun,103,3,999,0
39,services,married,high.school,no,no,may,342,2,999,0
36,unemployed,divorced,professional.course,yes,no,may,705,1,999,0
29,technician,married,professional.course,yes,no,nov,54,2,999,0
40,admin.,married,professional.course,yes,yes,jul,203,6,999,0
31,admin.,married,high.school,yes,no,may,208,2,999,1
49,technician,married,unknown,no,no,apr,378,1,999,0
31,services,single,professional.course,no,no,may,111,1,999,0
38,admin.,single,university.degree,yes,yes,may,126,3,999,0
47,blue-collar,married,basic.9y,unknown,unknown,apr,72,3,999,0
34,admin.,married,university.degree,yes,no,jul,183,1,999,0
25,management,single,university.degree,no,no,jul,125,3,999,0
44,blue-collar,married,basic.6y,no,no,may,257,1,999,0
30,admin.,single,university.degree,yes,no,apr,321,1,999,0
36,admin.,married,high.school,yes,no,mar,114,6,999,0
40,blue-collar,married,basic.4y,no,yes,jun,181,2,999,0
56,technician,married,professional.course,no,yes,may,73,1,999,0
31,technician,married,professional.course,yes,no,aug,50,10,999,0
73,retired,married,basic.4y,yes,yes,jul,538,2,999,0
36,admin.,married,university.degree,yes,no,oct,104,1,999,2
35,technician,married,professional.course,no,no,aug,189,1,999,0
39,management,married,university.degree,no,no,may,102,22,999,0
54,admin.,married,university.degree,no,no,jun,288,1,999,0
53,self-employed,divorced,university.degree,no,no,nov,380,1,999,0
51,entrepreneur,married,basic.4y,no,no,may,277,3,999,0
47,admin.,married,university.degree,yes,no,may,147,5,999,0
34,services,married,high.school,yes,no,may,577,1,999,0
53,blue-collar,married,basic.9y,yes,no,jun,154,10,999,0
46,technician,married,basic.9y,yes,no,nov,354,2,999,0
54,technician,single,basic.9y,no,no,jun,186,3,999,0
35,services,married,high.school,yes,no,may,478,1,999,0
36,blue-collar,married,basic.9y,yes,no,nov,221,3,999,0
25,admin.,single,university.degree,yes,no,aug,255,1,999,0
44,management,married,university.degree,no,no,jun,175,1,999,0
27,management,single,high.school,yes,yes,jun,23,4,999,0
44,technician,married,high.school,yes,no,jul,82,1,999,0
33,blue-collar,married,basic.6y,yes,no,jul,17,11,999,0
35,unemployed,married,professional.course,yes,yes,dec,62,3,999,1
30,self-employed,single,university.degree,no,no,apr,245,3,999,0
32,admin.,married,university.degree,no,no,may,402,1,999,2
39,admin.,married,university.degree,no,no,may,78,1,999,0
53,entrepreneur,divorced,university.degree,no,no,jul,383,2,999,0
29,technician,single,professional.course,no,no,aug,111,1,999,0
41,admin.,married,university.degree,no,yes,jul,396,2,999,0
50,admin.,married,high.school,yes,yes,may,146,2,999,0
34,technician,married,university.degree,no,yes,may,217,1,999,0
37,services,married,basic.9y,yes,no,apr,103,2,999,0
59,retired,married,university.degree,no,no,may,425,6,999,0
54,technician,married,professional.course,yes,no,apr,138,2,999,0
35,services,married,high.school,yes,no,may,223,2,999,0
36,admin.,single,university.degree,no,no,oct,197,2,999,0
40,services,married,high.school,yes,no,apr,226,1,999,0
58,management,married,university.degree,yes,no,nov,67,1,999,0
30,unemployed,married,high.school,yes,no,jul,383,3,999,0
45,management,married,university.degree,yes,no,jun,228,2,999,0
37,blue-collar,married,basic.9y,no,no,may,301,1,999,0
27,admin.,single,university.degree,yes,no,jun,77,1,999,0
57,technician,married,professional.course,yes,no,jul,54,2,999,0
25,admin.,single,university.degree,yes,no,may,228,1,999,0
31,admin.,married,high.school,no,no,may,172,1,999,0
43,admin.,married,university.degree,no,no,jul,187,2,999,0
33,technician,married,professional.course,no,yes,aug,587,1,999,0
29,blue-collar,single,basic.9y,yes,no,may,396,1,999,1
56,retired,married,university.degree,yes,no,aug,377,3,999,0
42,blue-collar,married,basic.4y,unknown,unknown,may,42,2,999,0
39,entrepreneur,married,high.school,no,no,jun,439,1,999,0
32,technician,married,university.degree,no,no,aug,56,5,999,0
44,technician,married,professional.course,unknown,unknown,aug,275,3,999,0
25,admin.,single,professional.course,yes,no,apr,67,1,999,0
41,admin.,married,university.degree,yes,no,apr,342,1,999,0
54,retired,divorced,basic.4y,yes,no,jul,188,1,999,0
57,services,married,high.school,yes,no,may,11,4,999,0
46,admin.,married,high.school,yes,no,nov,107,3,999,0
40,technician,married,high.school,yes,no,nov,118,1,999,0
27,student,single,university.degree,no,no,apr,141,1,999,0
59,technician,married,university.degree,no,no,may,126,3,999,0
54,services,married,basic.4y,yes,no,aug,50,4,999,0
31,admin.,single,high.school,yes,no,aug,243,2,999,0
28,blue-collar,married,basic.9y,no,yes,may,109,1,999,0
35,admin.,married,high.school,yes,yes,jul,157,1,999,0
53,technician,married,professional.course,yes,no,aug,100,1,999,1
46,services,married,unknown,no,no,aug,229,1,999,0
41,self-employed,married,basic.6y,no,no,aug,137,1,999,0
31,housemaid,married,university.degree,no,no,nov,110,1,999,0
46,blue-collar,married,basic.4y,no,no,aug,131,2,999,0
43,services,married,high.school,no,no,nov,81,1,999,0
34,admin.,single,high.school,yes,no,jul,85,1,999,0
53,admin.,married,high.school,yes,no,may,291,1,999,0
31,admin.,married,basic.9y,no,no,jun,145,1,999,0
30,services,married,high.school,yes,no,nov,65,1,999,0
33,admin.,married,university.degree,yes,no,nov,148,3,999,1
38,admin.,married,basic.9y,no,no,jun,63,2,999,0
42,blue-collar,married,basic.9y,no,no,may,92,5,999,0
63,admin.,married,university.degree,yes,no,oct,174,2,6,1
45,entrepreneur,divorced,university.degree,yes,no,apr,132,1,999,0
29,services,single,university.degree,no,no,jul,246,1,999,0
52,technician,married,basic.9y,yes,no,nov,54,1,999,0
44,services,married,high.school,yes,no,aug,629,2,999,0
52,entrepreneur,married,basic.9y,yes,no,may,176,2,999,0
45,blue-collar,married,basic.9y,no,yes,aug,234,1,999,0
41,services,married,basic.9y,no,no,may,335,1,999,0
38,blue-collar,single,high.school,yes,no,jun,936,1,999,0
39,admin.,divorced,university.degree,no,no,aug,199,4,999,0
29,blue-collar,single,basic.9y,no,no,jul,822,2,999,0
43,blue-collar,married,basic.6y,no,no,may,468,1,999,0
36,services,married,high.school,yes,yes,jun,602,2,999,0
33,self-employed,married,university.degree,no,no,aug,36,7,999,0
36,admin.,married,university.degree,yes,no,jun,11,3,999,0
39,housemaid,married,professional.course,no,no,aug,158,1,999,0
50,admin.,married,high.school,no,no,jul,140,3,999,0
33,admin.,married,university.degree,yes,no,aug,265,1,3,3
30,technician,single,high.school,yes,no,aug,183,13,999,0
42,blue-collar,married,basic.6y,no,no,jun,384,1,999,0
48,technician,married,professional.course,yes,yes,nov,148,1,999,0
